number,song name,artist,year,genre,lyrics,view record
48,Into You,arianagrande,2016,poprb,imbarebreathwannafalldeepcloseaintcloseenoughtilcrosslineheyyeahnamegameplayillrolldiceheyohbabilookstarttemperaturrisethigonnahappenwaitwaitmakemoveoohoohbeformakemoveoohoohbabicomelightmaybillletlittlbitdangerbabiwantlittllessconverslittltouchbodicausimgoteveryonwatchinusbabiletkeepsecretlittlbitscandalbabidontletseelittllessconverslittltouchbodicausimoohyeahthicouldtaketimeheymademanimistakbettergetthirightrightbabiohbabilookstarttemperaturrisethigonnahappenwaitwaitmakemoveoohoohbeformakemoveoohoohbabicomelightmaybillletlittlbitdangerbabiwantlittllessconverslittltouchbodicausimgoteveryonwatchinusbabiletkeepsecretlittlbitscandalbabidontletseelittllessconverslittltouchbodicausimcausimtellcamecauscantcantwaitimedgcontrolneedneedknowknowohyeahbabicomelightlightmaybillletlittlbitdangerdangerbabiwantwantlittllessconverslittltouchbodicausimgoteveryonwatchinuswatchinusbabiletkeepsecretlittlbitscandalscandalbabidontletseelittllessconverslittltouchbodicausimcomelightcomelightbabilittldangerlittldangerbabilittllessconverslittltouchbodicausim,"1,021,752,019"
49,"thank u, next",arianagrande,2018,poprb,thoughtidendseanwasntmatchwrotesongrickilistenlaughevenalmostgotmarripeteimthankwishcouldsaythankmalcolmcauswaangelonetaughtloveonetaughtpatienconetaughtpainimamazsayiveloveivelostseelookgotlooktaughtsaythanknextnextthanknextnextthanknextimgrateexthanknextnextthanknextnextthanknextnextimspendtimefriendaintworriboutnothinplumetsomeonelshavinbetterdiscussknowsaymovefastthionegonlastcausnameariimgoodgoodtaughtlovelovetaughtpatiencpatienchandlpainpainamazyeahamaziveloveivelostyeahyeahseeyeahyeahcauslookivefoundyeahyeahaintneedsearchsaythanknextthanknextthanknextthanknextthanknextthankimgrateexthanknextthanknextthanknextsaidthanknextthanknextnextimgrateexthanknextthanknextthanknextimonedayillwalkaislholdhandmamaillthankdadcausgrewdramaonliwannaoncrealbadgonmakelastgodforbidsomethhappenleastthisongsmashsongsmashivegotmuchlovelovegotmuchpatiencpatiencivelearnpainpainturnamazturnamaziveloveivelostyeahyeahseeyeahyeahcauslookivefoundyeahyeahaintneedsearchillsaythanknextthanknextthanknextthanknextthanknextimgrateexthanknextthanknextthanknextsaidthanknextthanknextnextimgrateexthanknextthanknextthanknextyeahyeethanknextthanknextthanknextyeahyee,"784,948,463"
50,Dangerous woman,arianagrande,2016,poprb,ohyeahdontneedpermissmadedecistestlimitcausbusigodwitstartfinishdontneedholdtakecontrolthikindmomentimlockloadcompletfocusmindopengotskinskinohgoddontstopboysomethinboutmakefeellikedangerwomansomethinboutsomethinboutsomethinboutmakewannathingshouldntsomethinboutsomethinboutsomethinboutnothinproveimbulletproofknowimwaymovinlikeintroducusnewthingwannasavorsavelatertastflavorcausimtakercausimgiveronlinaturlivedangergotskinskinohgoddontstopboyohyeahsomethinboutmakefeellikedangerwomansomethinboutsomethinboutsomethinboutmakewannathingshouldntsomethinboutsomethinboutsomethinboutgirlwannalikebadgirlunderneathlikeknowimfeelinsidsomethinboutsomethinboutgirlwannalikebadgirlunderneathlikeknowimfeelinsidsomethinboutsomethinboutsomethinboutmakefeellikedangerwomansomethinboutsomethinboutsomethinboutmakewannathingshouldntsomethinboutsomethinboutsomethinboutgirlwannalikebadgirlunderneathlikeknowimfeelinsidknowimfeelinsidbabisomethinboutsomethinboutgirlwannalikebadgirlunderneathlikeknowimfeelinsidsomethinboutsomethinboutsomethinboutsomethinboutsomethinboutyeahsomethinboutboyyeahsomethinboutboyyeahsomethinboutboysomethinboutsomethinboutsomethinbout,"706,462,145"
51,Position,arianagrande,2020,poprb,heavensentimhopindontrepeathistoriboyimtrynameetmamasundaymakelottalovemondayahahneverneedoneelsbabecausillswitchinpositcookinkitchenimbedroomimolympwayimjumpinhoopknowloveinfinitnothinwouldntwontswitchinperfectperfectgoodtruegoodtruegettirerunninfuckimrunninwitsaidboyimtrynameetmamasundaymakelottalovemondayahahneverneedoneelsbab_causillswitchinpositahcookinth_kitchenimbedroomimolympwayimjumpinhoopknowloveinfinitnothinwouldntwontswitchincookinkitchenimbedroombedroomimolympwayimjumpinhoopknowloveinfinitnothinwouldntwontswitchinthishitusualdontyeahkindakindawantcausimimyeahimswitchpositthishityeahusualdontdontkindakindawantcausimswitchinpositcookinkitchenimbedroomimolympwayimjumpinhoopknowloveinfinitnothinwouldntwontswitchincookinkitchenimbedroomimolympwayimjumpinhoopknowloveinfinitnothinwouldntwontswitchinyeahahyeahahahyeah,"541,089,957"
52,God is woman,arianagrande,2018,poprb,lovemovelovetouchonesaiddoneyoullbelievgodwomanfeelmidnightfeelincantfightonelingerdoneyoullbelievgodwomandontwannawasttimeyeahaintgotonetrackmindyeahaniwaylikeyeahtellknowknowwantaintnobodielsrelatboylikeaintafraidbabilayletprayimtellinwaylikewantthingtoldyeahtricomekeepflourishyeahseeuniversimcompanilovemovelovetouchonesaiddoneyoullbelievgodwomanfeelmidnightfeelincantfightonelingerdoneyoullbelievgodwomanilltellthingknowbabitakehandsavesoulmakelasttakeslowhmmtellknowknowwantyeahdifferrestboyconfessmightgetblessseedeservcomenextimtellinwaylikewantthingtoldyeahtricomekeepflourishyeahseeuniversimcompanilovemovelovetouchonesaiddoneyoullbelievgodwomanfeelmidnightfeelincantfightonelingerdoneyoullbelievgodwomanyeahyeahyeahyeahgodwomanyeahoneonesaiddoneyoullbelievgodwomanyoullbelievgodgodwomanohyeahgodwomanyeahonelingerdoneyoullbelievgodwoman,"392,973,256"
53,One Last Time,arianagrande,2015,poprb,waliargavefireknowshouldvfoughtleastimhonestfeellikefailurcausknowfailshouldvdonebettercausdontwantliarknowknowknowgiveeverythboycouldntgiveknowknowknowgoteverythgotnothwithoutonelasttimeneedonetakehomeonetimepromisillletgobabidontcaregotheartreallicarewakearmonelasttimeneedonetakehomedontdeservknowdontdeservstayminutswearillmakeworthcantforgivleasttemporariliknowthifaultshouldvcareknowknowknowgiveeverythboycouldntgiveknowknowknowgoteverythgotnothwithoutbabionelasttimeneedonetakehomeonetimepromisillletgobabidontcaregotheartreallicarewakearmonelasttimeneedonetakehomeknowshouldvfoughtleastimhonestyeahstayminutswearillmakeworthbabecausdontwannawithoutyaonelasttimeneedonetakehomebabeonetimepromisillletgobabidontcaregotheartbabereallicarewakearmonelasttimeneedonetakehomeyeahonelasttimeneedonetakehome,"363,535,925"
54,Mean It,lanylauv,2017,popalternative,smalltalkconverslookmakeimpaticanttellthinkpleastellthinklastnightfinetellchangmindchangmindcausimimimcallanswerwouldtextfeellikefeelrightimimimfallfasterlookheartdoubtdontkissrightdonttellneeddontshowhouscaughtfeeldontrunroundrounddontbuildletletheydontmessheaddonttellfallfeetstillledgimbreathbabidontrunroundrounddontkissdontkissrightlipleavdontmeanohyeahknowyouvgotpalmhandlovehandohhyeahonliletholdcantyeahdontunderstandcausimimimcallanswerwouldtextfeellikefeelrightimimimfallfasterlookheartdoubtdontkissrightdonttellneeddontshowhouscaughtfeeldontrunroundrounddontbuildletletheydontmessheaddonttellfallfeetstillledgimbreathbabidontrunroundrounddontkissdontkissrightlipleavdontmeanhurrihomeletneverleavhousdontmeanletstaybedfriendgodontmeanwhiletwordcomemouthdontmeanyouvstareheartdoubtdontkissrightdonttellneeddontshowhouscaughtfeeldontrunroundrounddontbuildletletheydontmessheaddonttellfallfeetstillledgimbreathbabidontrunroundrounddontkissdontkissrightlipleavdontmean,"86,467,742"
55,Super Far,lany,2018,popalternative,nightmindgotthinkwannastaygivereasondontthinkdontthinkimlovesomeonimsurelovesomeonbackwaylovedontthinkdontthinkdontmeanwannagoleavleavheartalonwakenothsuperfarhomewatchfallasleepnightlaygotbegaffectrolleyebrokeniveenoughthilovedontwantgivetimecmonbabetenmonthknowknowknowwantdontthinkdontthinkmakeworkhurtillgoshowcaregodhopedontthinkdontmeangoodimgonnaneedlittlwakenothsuperfarhomewatchfallasleepnightlaygotbegaffectrolleyebrokeniveenoughthilovedontwantfriendkeepsayimwaygoodheartinvestdontwannafacetruthimhappiknowstilldonteventribrokeniveenoughthilovedontwantwakenothsuperfarhomewatchfallasleepnightlaygotbegaffectrolleyebrokeniveenoughthilovedontwantfriendkeepsayimwaygoodheartinvestdontwannafacetruthimhappiknowstilldonteventribrokeniveenoughthilovedontwant,"82,600,543"
56,Malibu Nights,lany,2019,popalternative,reasonrhymefoundblindsidfeeliveneverknownimdealphonequietwallbaredrinksleepcareoneevenhaknowimdealgotwaymuchtimethihurtsomebodihelpgetworsbrokenheartonclightfadeeverythdarkwaymuchwhiskeybloodfeelbodigiveholdanothnightthitimeyeahheavithoughtgetlateputfragilstatewishwasntgohomedealimprayenoughimdonedontbelievlovelearnletgodealgotwaymuchtimethihurtsomebodihelpgetworsbrokenheartonclightfadeeverythdarkwaymuchwhiskeybloodfeelbodigiveholdanothnightthitimeyeahdrivecirclstreetlightnothseemclearmindcantforgetgetthiheaddrivechasemalibunightnothseemhealmindcantforgetgotwaymuchtimethihurtsomebodihelpgetworsbrokenheartonclightfadeeverythdarkwaymuchwhiskeybloodfeelbodigiveholdanothnightthitimeyeahdrivecirclstreetlightnothseemclearmindcantforgetgetthiheaddrivechasemalibunightnothseemhealmindcantforgetgetthiheaddrivechasemalibunightheyheynanaohyeah,"78,828,497"
57,Thick And Thin,lany,2017,popalternative,latenighteyefellfloorimtrimakesenslosepatienchandtalkwontstopgowarheatmomentthinkbrokencouldseewholelifebabigotthinkimcrazicausdooronemistaksaylovewarealliloveleavsomethinnocthiendthoughtyoudthickthincantsleepcanteatmindmessthinkhappilastweekendgoodtimehowdforgetwabestfriendyeahremembsaidcouldseewholelifebabigotthinkimcrazicausdooronemistaksaylovewarealliloveleavsomethinnocthiendthoughtyoudthickthinthoughtyoudthickthinthoughtyoudthickthinthoughtyoudthickthinsaidyoudeverythsaidyoudbackanythsaidyoudeverythsaidyoudbackanythdooronemistaksaylovewarealliloveleavsomethinnocthiendthoughtyoudthickthindooronemistaksaylovewarealliloveleavsomethinnocthiendthoughtyoudthickthinsaidyoudeverythsaidyoudbackanythsaidyoudeverythsaidyoudbackanyth,"32,668,917"
58,Good Girls,lany,2018,popalternative,danclinedangerlovecouldbreakovernightonelikeusinsatiinsanequalexchangdanclightcanyonsunraceeveriwavegonorth1promismakestillhaventchangbabicomebackknowwayaroundheartdontstartthinkthingkindachangtheyrdifferknowbetternothbetterbuilttogethhomefindbackcaliforniasleeplightwontcometurncometurncometurncometurnmakelovewestsidetowncoulddrawlinetopgroundimselflessdrunkcouldthrowawaycauswanttooklittltimeletemtalkmuchgoodgirldontexistexpectthibabicomebackknowwayaroundheartdontstartthinkthingkindachangtheyrdifferareyknowbetternothbetterbuilttogethhomefindbackcaliforniasleeplightwontcometurncometurncometurncometurnoohoohoohoohoohoohoohoohoohoohoohoohbabicomebackknowwayaroundheartdontstartthinkthingkindachangtheyrdifferknowbetternothbetterbuilttogethhomefindbackcaliforniasleeplightwontcometurnoohoohoohcometurnoohoohoohcometurnoohoohoohcometurnoohoohooh,"35,132,192"
59,I Don't Wanna Love You Anymore,lany,2018,popalternative,uselovesheetdarkhairwhitemisswatchgetdresshazibedroomlighttookcouplweeklastnightfinalcriremembuslondonchocolcovereyesickstareceilhowdchangmindlikeonliwaygetpastthifeeltellcomingbackdontwannaloveanymordontwannaloveanymorstartneverthoughtidsaythibefordontwannaloveanymorgotletterframestillshelfoneleftbedtownsickstareceilhowdchangmindlikeonliwaygetpastthifeeltellcomebackdontwannaloveanymordontwannaloveanymorstartneverthoughtidsaythibefordontwannaloveanymordontwannaloveanymordontwannaloveanymorcantforgetwayfeltwalkdoordontwannaloveanymorsometimwannatalkminutcantbringcallbecausknowheartrealliwhatevgonesometimwannatalkminutcantbringcallbecausknowheartrealliwhatevgonedontwannaloveanymoreidontwannaloveanymorstartneverthoughtidsaythibefordontwannaloveanymordontwannaloveanymortalkminutdontwannaloveanymorcantforgetwayfeltwalkdoordontwannaloveanymor,"24,586,082"
60,Thru These Tears,lany,2018,popalternative,thihurtlikehellkeeptellgonnagetbettertakeforevtrigoeveritimeleavhoussomethremindmeofbehindeveridayletgolittlbitmoreinendimgonnaalrightmighttakehundrsleeplessnightmakememoridisappearrightcantseenothtearcontrolthoughtconvinclossreallimeanimstartbelievcauseveridayletgolittlbitendimgonnaalrightmighttakehundrsleeplessnightmakememoridisappearrightcantseenothtearsoutsightmindmighttakesomebodielsnightmakefeellikeneverrightcantseenothtearsaidwagotclosercrishouldergoodbyendimgonnaalrightmighttakehundrsleeplessnightmakememoridisappearrightcantseenothtearsightmindmighttakesomebodielsnighttomakefeellikeneverrightcantseenothteardrivehomeemptihighwayithoughthitbrakewaclearrightcantseenothtear,"21,817,039"
61,Ilysb,lany,2014,popalternative,aintneverfeltthiwaycantgetenoughstaylikegotbigplanletdrivearoundtownholdhandneedknowonlionealrightalrightneedknowkeepnightnightohhearthurtgoodlovebabebadbadohohhearthurtgoodilovebabebadbadmadcoolclothmadwarmgetcloseslowdancsummernightdiscoballkitchenlightneedknownobodicouldtakeplaceplaceneedknowimhellaobsessfacefaceohhearthurtgoodlovebabebadbadohohhearthurtgoodlovebabebadbadohohhearthurtgoodlovebabebadbadohneedknowonlionealrightalrightneedknowkeepnightnightohhearthurtgoodlovebabebadbadohohhearthurtgoodlovebabebadbadohsobadohohhearthurtohhearthurtohhearthurtbadoh,"45,121,913"
62,You!,lany,2015,popalternative,likewaterdesertimpossfindfoundwabrokenputbacktogethgavelifelikeflowerconcretbeautiraregavehopewaemptiwalkfiresunmoonoceanpaintblueimnothwithoutwithoutwithoutlikeangelnightmaropeneyelookwrongplaceoneneedthiwholetimesunmoonoceanpaintblueimnothwithoutwithoutwithoutlightdarkarrowheartimnothwithoutohohimnothwithoutohohimnothwithoutohohimnothwithoutimnothwithoutimnothwithoutimnothwithoutimnothwithoutairlungveinbloodyeahimnothwithoutsunmoonoceanpaintblueimnothwithoutwithoutwithoutlightdarkarrowheartimnothwithoutohohimnothwithoutohohimnothwithoutohohimnothwithout,"17,028,197"
63,Good Guys,lany,2019,popalternative,wannacalltellfeelmightscareawaygetrealwonttextbackcouplhourrealliwannabringflowerimgonnaholdhandaskwannadanctakehomeknowwannagiveeverythshowimsoutherngentlemanwannaletgoodguygoodguyneverwinwannaonecallanythneedanythwannaletgoodguygoodguyneverwinstaylatedonthearbackalwaywonderyouvdontaskonewantdontwannasharetalksomeonelsactlikedontcareimgonnaholdhandaskwannadanctakehomeknowwannagiveeverythshowimsoutherngentlemanwannaletgoodguygoodguyneverwinwannaonecallanythneedanythwannaletgoodguygoodguyneverwinimgonnaplaycooltilknowwantimgonnaplaycooltilknowwantwannagiveeverythshowimsoutherngentlemanwannaletgoodguygoodguyneverwinwannaonecallanythneedanythwannaletgoodguygoodguyneverwinimgonnaplaycooltilknowwantimgonnaplaycooltilknowwantimgonnaplaycooltilknowwant,"10,681,138"
64,I always wanna die sometimes,the1975,2018,poprock,betthoughtlifewouldchangsattrainmemoriscenerithingsaidneverreallimeantbuildhighsaygoodbybecausdeathwonthappenhappenfamilifriendpretendalwaywannadiesometimalwaywannadiesometimwinlosesingbluepointbuyconcreteshorefusalwaywannadiesometimalwaywannadiesometimalwaywannadieohgeographifacecollapsentropihardlispeaktrinothsqueakvideoliveroomsmallcantsurvivtrialwaywannadiesometimalwaywannadiealwaywannadiealwaywannadiealwaywannadiealwaywannadiealwaywannadiealwaywannadiesometimsometimsometimsometimsometimalwaywannadiealwaywannadiealwaywannadiealwaywannasometim,"14,981,476"
65,Somebody Else,the1975,2016,poprock,heardfoundsomebodielsfirstthoughtwalietookthingmakesoundrestwithoutdontwantbodihatethinksomebodielslovehagonecoldintertwinsoulsomebodielsimlooklookphoneleavsomebodielsdontwantbodiimpicturbodisomebodielsdontwantbodidontwantbodidontwantbodidontwantbodyidontwantbodidontwantbodidontwantbodidontwantbodicmonbabiknowthiaintlasttimeillseefacecmonbabiknowsaidyoudfindsomeontakeplacedontbelievgotcausgonnakeepeveritimestartbelievanythsayimremindgettindontwantbodihatethinksomebodielslovehagonecoldintertwinsoulsomebodielsimlooklookphoneleavsomebodielsdontwantbodiimpicturbodisomebodielsdontwantbodidontwantbodidontwantbodidontwantbodidontwantbodidontwantbodidontwantbodidontwantbodigetsomeonlovegetsomeonneedfuckgetmoneycantgivesoulcausneveralongetsomeonlovegetsomeonneedfuckgetmoneycantgivesoulcausneveralongetsomeonlovegetsomeonneedfuckgetmoneycantgivesoulcausneveralongetsomeonlovegetsomeonneedfuckgetmoneycantgivesoulcausneveralondontwantbodihatethinksomebodielslovehagonecoldintertwinsoulsomebodielsimlooklookphoneleavsomebodielsdontwantbodiimpicturbodisomebodiels,"80,468,550"
66,Robbers,the1975,2013,poprock,facestraightmagazingodonliknowyoullneverleavbalaclavastartchafegethigunbegbabestaystaystaystaystayillgiveonetimewellgiveonefightsaidonelineknownevershootyoullneverknownevereatyoullnevergrowyouvgotprettikinddirtifaceleavhomebegstaystaystaystaystayillgiveonetimewellgiveonefightsaidonelinetherelriotcausknowwellyouvgotgunmuchharderpoliccomeillshootasktakemaskyoudfindeverythgonewrongeverybodideadtheyrdrivepastoldschoolgothigungothisuitsaybabelookcoollookcoollookcoolyoulookcoollookcoollookcool,"93,713,251"
67,3:00 AM,findinghope,2017,electronicambient,babi300mindfirsttimewevegonethiwantcanthelpthinkcouldbabicouldtellbabicouldtellcouldtellmuchcareimdespairstilltelltellmakethiworkmakethiworkcausbabifindwayimsurethilovewontstraygivechancsayloveneedstayfadeawaylikeeveridayreasonlieawakbabi300mindfirsttimewevegonethiwantcanthelpthinkcouldbabicouldtellbabicouldtellcouldtellmuchcareimdespairstilltelltellmakethiworkmakethiworkohoh,"81,088,998"
68,Love,findinghope,2017,electronicambient,loveoohivesaidbeforillsaywishfriendknowlovewaydressknowlovestyleeverimomentimcanthelpsmileivethoughtbeforillthinkstopplaypretendwishwouldmakemindletlovewellalrightknowcantkeepchasedontfeelwayfeelknowcantkeepchasebabecaseknowloveooh,"24,663,033"
69,Paths,findinghope,2017,electronicambient,staticradiomissexitmileagolifefeellikeloneroadimnothlikewabeforpushpullmakepointfallawayonlifounddisappointwildblueskycantescapbrokenpathleadbackcantacceptthoughtfadecamehomeeventhoughcouldmoveknowhopecamehomecantfarlongeveripathleadbackbackbackbackbackbackbackbackimeveriinfluencthiaintmakeanisenssmokefallheavithiroomblankfaceanxietiimmisscamehomeeventhoughcouldmoveknowhopecamehomecamehomecantfarlongeveripathleadbackbackbackbackbackbackbackbackgottagottagetbacklovernothgottagottagetbacklovernothnoth,"439,929"
70,Where,findinghope,2017,electronicambient,seewhiwaleftcuzimlikechildfeellostemptiseeeyelikeimstandlimboonlitellwhiinsteadguessthiwindowgogobabishouldvknownshouldvknownlateyouvactrealfunnikeepsomethgocomegogogogogogogogogogogogogogoendnightwishcouldhearvoicthikillinsidwishcouldchoicfeelalwayrightidrejoicgirlivegotnothhideonlicouldmakenoisgogobabishouldvknownknownlateyouvactrealfunnikeepsomethgoincomegogogogogogogogogogogogogogogogobabiyouvactrealfunnigokeepsomethgogo,"3,715,477"
71,Without You,findinghope,2020,electronicambient,thifeellikelonethoughimafraidknowwontwithoutimfarhomeimsuregoneverwanthurtwanthurtleftcoldfeellikelonethoughimafraidknowokaywithoutimfarhomeimsuregoneverwanthurtwanthurtleftcold,"35,246,396"
72,Starboy,theweeknd,2016,popelectronic,imtrynaputworstmoodahp1cleanerchurchshoeahmillipointtwohurtahredlambåteasahnonetoyleasahmadewholeyearweekyahmainbitchleaguahsidebitchleaguahhousemptineedcenterpiec20racktablcutebonicutivoriskinnipieccleanfacemanlovebabitalkmoneyneedhearaidtalkboutdontseeshadeswitchstyletakeanilaneswitchcupkillanipainlookyouvdoneiåmmotherfuckinstarboylookyouvdoneimmotherfuckinstarboyeveridayniggatritestaheveridayniggatriendahpullroadstersvahpocketoverweightgettinheftiahcomekingfarcriahcomealivfalltimecompetitdontreallilisteniåmbluemulsannbumpnewedithousemptineedcenterpiec20racktablcutebonicutivoriskinnipieccleanfacemanlovebabitalkmoneyneedhearaidtalkboutdonåtseeshadeswitchstyletakeanilaneswitchcupkillanipainlookyouvdoneiåmmotherfuckinstarboylookyouvdoneimmotherfuckinåstarboyletniggabragpittlegendfalltookyearlikebanditboughtmamacribbrandnewwagonhitgrocerishoplooklavishstartrekroofwraithkhangirlgetlooshearthisong100dashgetclosegoddontpraylovepraycar,"2,011,726,457"
73,Save Your Tears,theweeknd,2021,poprb,oohnanayeahsawdanccrowdroomlookhappiimsawcaughtsurprissinglteardropfalleyedontknowwhirunawayillmakecrirunawaycouldvaskwhibrokeheartcouldvtoldfellapartwalkpastlikewasntpretendlikedidntcaredontknowwhirunawayillmakecrirunawaytakebackcauswannastaysavetearanothsavetearanothdaysavetearanothdaymadethinkwouldalwaystaysaidthingneversayyeahbrokeheartlikesomeonminewontlovesecondtimedontknowwhirunawayohgirlsaidillmakecrirunawaygirltakebackcauswannastaysavetearanothrealizimmuchlatedeservsomeonbettersavetearanothdayoohyeahsavetearanothdayyeahdontknowwhirunawayillmakecrirunawaysavetearanothdayoohgirlahsaidsavetearanothdayahsavetearanothdayahsavetearanothdayah,"1,586,349,988"
74,Die For You,theweeknd,2023,rb,imfindinwayarticulfeelimgoincantsaydontlovecausloveyeahhardcommunthoughtholdtonightimgonletknowlettelltruthbabilettelltruthyeahknowimthinkinseeeyehatewanthatecriscarelonespecialnightimscareillmisshappeneveritimedontwantthifeelincantaffordlovetrifindreasonpullusapartaintworkincausperfectknowworthcantwalkawayoheventhoughgomakefeelalonknowwoulddiebabiwoulddieyeahdistanctimeusitllneverchangmindcausbabiwoulddiebabiwoulddieyeahimfindwaymanipulfeelingoinbabigirlimblamindontblameyeahcauscanttakethipainforevwontfindonebettercausimrightbabethinkimrightbabeknowimthinkinseeeyehatewanthatecriaintworkincausperfectknowworthcantwalkawayoheventhoughgomakefeelalonknowwoulddiebabiwoulddieyeahrdistanctimeusitllneverchangmindcausbabiwoulddiebabiwoulddieyeahwoulddiewouldliekeeprealwouldkillbabiimsayinyeahwoulddiewouldliekeeprealwouldkillbabinananananananananaeventhoughgomakefeelalonejustknowwoulddiebabiwoulddieyeahdistanctimeusitllneverchangmindcausbabewoulddiebabiwoulddieyeahbabedie,"1,360,013,057"
